mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension
-0.047464732,-0.5279322,0.006517897,-0.36085585,-0.38711894,0.08872338,-0.14871714,-1.1112043,0.19098257,0.022167321,-0.11691999,0.0,0.00039361574,-1.3194088,0.0041038617,0.23272902,-0.07379928,0.17662954,-0.16357529,-0.0931184,-0.6249678,-0.819227,-0.8948833,-1.0308299,-0.48399857,-0.027601864,-0.622625,-1.5930265,-0.42431462,-0.043345194
-0.045986958,0.28509584,0.0027812314,-0.44569322,-0.2020312,0.08872338,-0.19670998,-1.1310753,0.19098257,0.01256028,-0.11691999,0.0,0.00039361574,-1.2652909,0.0041038617,0.30974886,0.06920652,-0.2343224,0.19454205,0.006475363,-0.80572927,0.9607192,-0.98717946,-1.4330337,-0.43744642,-0.041229468,-0.57125866,-1.6519698,-0.42378318,-0.043345194
-0.047464732,-0.5752564,0.006517897,0.08140275,-0.28024313,0.10016217,-0.16221797,-1.3880411,0.1461237,0.022167321,-0.016403329,0.0,-0.00039363446,0.6181297,0.0063806437,0.38804364,-0.054913964,-0.15739861,-0.26071078,0.015387841,-0.6977398,-0.89413255,-1.0030898,-0.78982973,-0.5609487,-0.03842194,-0.80470294,-2.2151759,-0.42291462,-0.0256559
-0.06404162,-0.47462738,0.01336748,-0.5136432,-0.31792083,0.103876315,-0.14871714,-1.1371809,0.06964584,0.022167321,-0.106007814,0.0,0.0010561532,-1.5916013,0.0041038617,0.40323773,0.06920652,-0.18252864,0.19454205,0.033671655,-0.81075865,-0.49768516,-1.1403687,-1.4820995,0.095691405,0.012337898,-0.48527202,-1.0161198,0.55740696,-0.025353428
-0.04325635,-0.5612937,0.006517897,-0.47365534,-0.35187703,0.100257196,-0.16221797,-1.0944128,0.19098257,0.022167321,-0.016403329,0.0,0.00039361574,-1.0877656,0.003953498,0.40901178,0.06920652,0.17662954,0.19454205,-0.09380239,-0.70240176,-0.93539435,-1.0197083,-1.0647466,-0.48399857,-0.03842194,-0.5694033,-1.6368129,-0.42484748,-0.03946977
-0.060450036,1.0107723,0.004285852,-0.44569322,-0.13937452,0.103876315,-0.15618606,-1.2892472,0.06964584,0.01256028,-0.0054377657,0.0,0.0010561532,-1.5509956,0.0041038617,0.3146728,0.076339945,-0.2343224,0.19454205,0.0072515383,-0.97144616,1.608143,-1.1628822,-1.6484363,0.13717556,0.012337898,-0.3680897,-0.8413089,0.064336926,-0.025353428
-0.0393311,-0.5653729,0.006517897,-0.47365534,-0.3244114,0.100257196,-0.14871714,-1.0944128,0.19098257,0.022167321,-0.11691999,0.0,0.00039361574,-1.2310841,0.0036594265,0.40901178,0.06920652,0.17662954,0.19454205,0.035472758,-0.6309045,-0.9274455,-0.96330935,-1.0916332,-0.48399857,-0.027601864,-0.55024356,-1.6181853,-0.42484748,-0.03946977
-0.025607767,0.2473128,-0.0039651617,0.14690323,-0.35244033,0.103876315,-0.21718211,-1.3558874,0.19098257,0.022167321,-0.016403329,0.0,0.0010561532,-1.0705478,0.0043979334,0.40509805,0.06920652,0.18786496,0.30187678,0.009734932,-0.79935914,-0.5269962,-1.0608827,-0.9809465,-0.4702831,-0.17738558,-0.5665911,-1.2866956,-0.42135957,-0.026736945
-0.047464732,-0.56378984,0.006517897,-0.50247014,-0.3810236,0.100257196,-0.14871714,-1.1112043,0.19098257,0.022167321,-0.016403329,0.0,0.00039361574,-1.2723635,0.0041038617,0.40901178,0.06920652,0.17662954,0.19454205,0.03615675,-0.6752261,-0.7791399,-0.971443,-1.0394815,-0.48399857,-0.027601864,-0.5548481,-1.7269099,-0.42431462,-0.026272275
-0.04794519,-0.56251025,0.006517897,-0.36085585,-0.3244114,0.100257196,-0.14871714,-1.0650568,0.092828356,0.022167321,-0.016403329,0.0,0.00039361574,-1.3166816,0.0041038617,0.40901178,0.06920652,0.14851558,-0.16357529,0.03615675,-0.6752261,-0.7796203,-0.9527038,-1.108024,-0.502718,-0.027601864,-0.55024356,-1.7176229,-0.42431462,-0.03946977
-0.045986958,0.306479,0.0027812314,-0.3638862,-0.29230765,0.088628344,-0.21718211,-1.326572,0.19098257,0.022167321,-0.016403329,0.0,-0.00039363446,-0.6530476,0.0063806437,0.39249378,-0.07379928,0.16960117,-0.13442071,-0.017719254,-0.6698189,-0.53139114,-1.0787472,-1.2558959,-0.51961356,-0.06800923,-0.81328875,-1.9455448,-0.42378318,-0.04978355
-0.047464732,-0.6383418,0.006517897,-0.5136432,-0.28405333,0.100257196,-0.16221797,-1.0832329,0.092828356,-0.018224107,-0.016403329,0.0,0.00039361574,-1.2160143,0.0043979334,0.3983138,0.06920652,0.17662954,0.19454205,-0.052157808,-0.68836606,-0.5732964,-1.0496385,-1.2389536,-0.48464617,-0.06800923,-0.57584655,-1.6799011,-0.42431462,-0.026272275
-0.01033006,-0.77149844,-0.012367254,0.14425868,-0.30178177,0.17499442,-0.16636029,-1.2128396,0.12228043,0.022167321,-0.01527039,0.0,0.00030257352,0.2103196,0.008657192,0.45589596,0.11969725,0.1716359,0.30187678,0.08629554,0.34505272,-1.483597,-0.90014434,-0.0727379,-0.63449895,-0.06537837,-0.7888414,-1.4781444,-0.42120796,-0.04048351
-0.0041776877,0.3640878,-0.00183645,0.17044969,0.16800569,-0.43559527,0.15316205,0.52834344,-0.22368696,0.02712334,0.021725502,0.0,-0.00017656038,1.1287416,0.018739086,-0.70089597,-0.16516873,0.1700603,0.33375072,0.119132325,0.47501028,0.718266,0.7383504,0.82372177,0.44069204,0.035181187,1.007811,0.5138674,0.20365193,0.05912721
-0.2743158,-0.8811383,0.0049113533,-0.68209255,-0.26665384,-0.48901516,0.10404889,0.46544617,-0.23140782,-0.018224107,-0.402407,0.0,0.00017655196,-2.8716543,0.007923867,-0.8187401,-0.1476292,-0.16404095,-0.16357529,0.00057486445,0.42100972,-0.16052336,0.35350648,0.3063454,0.64138114,0.01643791,0.85368884,0.23167202,0.29192957,0.04088215
-0.0012375279,-0.4133226,-0.0025910926,0.08404732,-0.2811436,0.09463809,-0.07117118,-1.3016442,0.09909791,0.022167321,0.11622386,0.0,-0.00018339172,1.1781044,0.0063806437,0.3945903,-0.054913964,0.12857649,-0.26071078,-0.07548534,0.32241398,-0.51156443,-0.41608202,0.12991215,-0.53313434,-0.17738558,-0.7256839,-3.2803771,0.04190849,-0.04135412
-0.022862447,-1.1765181,-0.050388843,0.10461363,0.4035271,-0.4888302,0.112980366,0.6438648,0.067399636,-0.06682655,-0.011832636,0.0,-0.00017656038,0.6515287,-0.4740248,-0.89125204,-0.29001847,0.108579025,-0.26071078,-0.37120146,0.56332433,-1.1463708,0.11710014,-0.44385773,0.3381835,0.01956444,-0.63419026,0.12179214,-0.42120796,0.0021776403
-0.0029529533,-0.6577029,-0.00454386,0.07837196,-0.55186564,0.12389808,-0.07117118,-1.1336784,0.12228043,0.022167321,-0.0040062508,0.0,-0.00030258793,0.96457744,0.008638885,-0.3634743,-0.18223408,0.13966575,-0.32982728,-0.08553194,0.44100726,-2.1756363,0.94504607,1.4635799,-0.55776644,0.015090298,-0.77500796,-1.6991189,-0.3872669,-0.103305385
-0.047464732,-0.53979623,0.006517897,-0.50247014,-0.25131774,0.100257196,-0.14871714,-1.1260079,0.19098257,0.022167321,-0.11691999,0.0,0.00039361574,-1.4079527,0.0041038617,0.41393572,0.06920652,-0.18252864,0.19454205,0.03615675,-0.63053626,-0.74493563,-0.9351564,-1.1812645,0.1235797,-0.027601864,-0.5489243,-1.6668841,-0.42431462,-0.03946977
-0.022862447,-0.59665096,-0.050388843,0.08404732,-0.30180398,0.10351232,-0.10793087,-1.3939126,0.1461237,0.022167321,-0.016403329,0.0,-0.0010562035,0.03222302,0.0063806437,0.402073,-0.14591058,0.14851558,-0.2315562,-0.07414831,-0.8584483,-0.52089113,-0.5177324,-1.3801409,-0.5591036,-0.17738558,-0.82539797,-1.5455687,-0.42135957,-0.04135412
-0.0012375279,-0.6630535,-0.0025910926,0.08404732,-0.27692884,0.10617191,0.14134076,-1.2439018,0.06349656,0.022167321,0.11622386,0.0,-0.00018339172,1.1158961,0.007344404,-0.3634743,-0.14591058,0.12796347,-0.26071078,0.030729776,0.37173653,-1.2967653,-0.0028501526,-0.00842464,-0.6025499,-0.06537837,-0.8541865,-3.274702,-0.41237977,-0.0256559
-0.045986958,0.28509584,0.0027812314,-0.44569322,-0.20812656,0.08872338,-0.19670998,-1.1310753,0.092828356,0.01256028,-0.016403329,0.0,0.00039361574,-1.3441223,0.0041038617,0.30974886,0.06920652,-0.2343224,0.19454205,-0.043473996,-0.8559876,0.9607192,-0.98717946,-1.4330337,-0.4561658,-0.041229468,-0.57125866,-1.6149696,-0.42378318,-0.043345194
-0.0041776877,0.3435739,-0.00183645,0.18225768,0.19229415,-0.43559527,0.15316205,0.64344084,0.06349656,0.02712334,0.027866354,0.0,-0.00017656038,1.3033295,0.018739086,-0.078009576,-0.08588292,0.13725258,0.33375072,0.04162482,0.47501028,0.7143129,0.83181775,0.9272022,0.30696505,0.035181187,1.0036917,0.57124233,-0.36967406,0.017072413
-0.0035346982,0.2660512,-0.0013277456,0.077689245,-0.32561815,0.09463809,-0.1740251,-1.4401778,0.1461237,0.022167321,-0.01527039,0.0,-0.00018339172,0.032947797,0.007344404,0.40973842,-0.054913964,0.1773999,-0.2315562,-0.02402921,0.3322232,-0.7723001,-0.03130079,0.10880024,-0.5622332,-0.17738558,-0.8313992,-3.9142685,-0.42100433,-0.04135412
-0.0041776877,0.5801473,-0.00183645,0.11940175,-0.04876989,0.22437635,0.15316205,0.75208026,0.09909791,0.01256028,0.0021583461,0.0,-0.00030258793,0.7968959,0.018739086,-0.119595475,-0.19273642,0.13725258,-0.32982728,0.09842457,0.4712596,1.195422,0.94993937,1.068782,-0.5832231,0.035181187,-0.46227676,0.6416592,0.08192596,0.017072413
0.0007452527,-0.9036677,-0.00454386,0.1130718,0.48520502,0.27540565,0.112980366,0.9406838,0.12228043,0.08128604,0.11966161,0.0,-0.00030258793,0.773246,0.018739086,-0.20561646,-0.19273642,0.16222453,-0.26071078,0.002036903,0.6299127,-1.0638313,0.5617498,0.6139773,0.30591366,0.015090298,-0.69904155,0.31054538,-0.18903562,0.0021776403
